task No.,task_name,execution_time,resource_load,earliest_time,latest_time
67,task_67,14,0.014,276,689
68,task_68,13,0.006,1265,1326
69,task_69,6,0.013,5,1133
70,task_70,13,0.008,1261,1310
71,task_71,14,0.005,1322,1433
72,task_72,13,0.012,491,1036
73,task_73,9,0.012,771,1140
74,task_74,5,0.011,927,1211
75,task_75,6,0.006,339,1096
76,task_76,5,0.008,932,1275
77,task_77,10,0.007,280,713
78,task_78,11,0.007,311,1313
79,task_79,12,0.01,662,923
80,task_80,11,0.01,314,1249
81,task_81,12,0.01,1375,1434
82,task_82,9,0.014,804,890
83,task_83,5,0.006,122,849
84,task_84,14,0.009,320,532
85,task_85,8,0.014,389,1120
86,task_86,5,0.011,1010,1412
87,task_87,9,0.008,442,944
88,task_88,6,0.01,1395,1436
89,task_89,14,0.007,648,1133
90,task_90,7,0.007,876,1119
91,task_91,12,0.014,788,1125
92,task_92,10,0.006,1313,1429
93,task_93,6,0.005,474,1412
94,task_94,14,0.01,415,1256
95,task_95,13,0.005,998,1318
96,task_96,6,0.009,38,476
97,task_97,6,0.011,1133,1165
98,task_98,10,0.011,1012,1146
99,task_99,11,0.008,102,797
100,task_100,11,0.012,1093,1332
101,task_101,8,0.006,658,1422
102,task_102,12,0.011,1374,1417
103,task_103,8,0.011,16,125
104,task_104,14,0.005,839,1260
105,task_105,10,0.011,1070,1411
106,task_106,8,0.005,1072,1295
107,task_107,6,0.007,907,1060
108,task_108,6,0.01,1140,1271
109,task_109,10,0.006,182,212
110,task_110,7,0.007,380,435
111,task_111,7,0.013,510,884
112,task_112,12,0.008,972,1297
113,task_113,13,0.005,1007,1322
114,task_114,13,0.011,817,1207
115,task_115,9,0.006,794,1150
116,task_116,12,0.007,1247,1369
117,task_117,7,0.007,829,1409
118,task_118,8,0.007,1248,1401
119,task_119,13,0.014,440,591
120,task_120,8,0.01,363,1235
121,task_121,8,0.014,64,478
122,task_122,12,0.006,152,242
123,task_123,10,0.011,1221,1261
124,task_124,11,0.005,1025,1298
125,task_125,8,0.01,55,1208
126,task_126,11,0.012,1063,1212
127,task_127,9,0.014,967,1048
128,task_128,7,0.006,1297,1377
129,task_129,14,0.011,764,1045
130,task_130,13,0.007,1179,1318
131,task_131,14,0.012,1309,1335
132,task_132,6,0.013,895,964
133,task_133,14,0.012,310,574
134,task_134,7,0.006,272,1258
135,task_135,10,0.006,248,293
136,task_136,9,0.005,251,909
137,task_137,11,0.005,818,1315
138,task_138,7,0.01,835,928
139,task_139,11,0.01,1085,1155
140,task_140,11,0.011,276,1342
141,task_141,5,0.006,350,636
142,task_142,8,0.007,613,1242
143,task_143,14,0.014,1174,1412
144,task_144,6,0.007,911,1404
145,task_145,7,0.013,1265,1422
146,task_146,9,0.013,830,1112
147,task_147,8,0.013,1273,1301
148,task_148,7,0.014,1131,1369
149,task_149,13,0.005,682,1185
150,task_150,11,0.013,532,1010
151,task_151,10,0.006,716,1056
152,task_152,7,0.008,143,1200
153,task_153,7,0.008,451,1072
154,task_154,10,0.006,1188,1340
155,task_155,11,0.013,364,882
156,task_156,14,0.011,608,1416
157,task_157,5,0.007,725,1381
158,task_158,14,0.014,736,1367
159,task_159,11,0.013,415,695
160,task_160,12,0.011,52,559
161,task_161,11,0.011,1053,1231
162,task_162,8,0.011,485,839
163,task_163,11,0.014,647,767
164,task_164,13,0.011,375,694
165,task_165,6,0.009,237,662
166,task_166,9,0.005,800,1329
167,task_167,12,0.011,651,1036
168,task_168,5,0.008,1003,1208
169,task_169,7,0.008,765,1352
170,task_170,8,0.005,1133,1169
171,task_171,9,0.011,155,553
172,task_172,13,0.012,512,1131
173,task_173,12,0.01,1347,1386
174,task_174,12,0.009,238,466
175,task_175,13,0.014,1067,1245
176,task_176,12,0.009,418,896
177,task_177,12,0.011,170,1220
178,task_178,13,0.008,1210,1398
179,task_179,14,0.01,1193,1363
180,task_180,12,0.012,1299,1439
181,task_181,12,0.007,885,949
182,task_182,5,0.008,1380,1435
183,task_183,6,0.01,493,540
184,task_184,12,0.012,163,1347
185,task_185,5,0.006,109,679
186,task_186,11,0.012,1108,1145
187,task_187,8,0.014,873,1376
188,task_188,10,0.007,36,928
189,task_189,10,0.008,1219,1287
190,task_190,11,0.011,560,771
191,task_191,9,0.013,325,751
192,task_192,8,0.011,48,1205
193,task_193,13,0.007,490,1205
194,task_194,6,0.01,877,1379
195,task_195,5,0.01,1194,1311
196,task_196,12,0.007,518,1366
197,task_197,13,0.013,1028,1420
198,task_198,9,0.005,724,1182
199,task_199,8,0.006,1253,1397
200,task_200,10,0.009,434,472
201,task_201,9,0.014,465,1218
202,task_202,14,0.005,1311,1436
203,task_203,14,0.012,193,1438
204,task_204,14,0.006,637,859
205,task_205,8,0.01,754,912
206,task_206,12,0.013,679,1307
207,task_207,8,0.009,715,1127
208,task_208,11,0.012,309,522
209,task_209,5,0.013,1389,1416
210,task_210,7,0.014,983,1000
211,task_211,7,0.005,1388,1420
212,task_212,12,0.009,632,1345
213,task_213,13,0.011,706,1070
214,task_214,13,0.006,1392,1423
215,task_215,6,0.009,1037,1325
216,task_216,9,0.008,650,1433
217,task_217,14,0.014,918,1240
218,task_218,14,0.005,351,1117
219,task_219,14,0.009,1041,1141
220,task_220,9,0.009,776,1027
221,task_221,10,0.007,1202,1226
222,task_222,5,0.01,1146,1183
223,task_223,13,0.011,555,1286
224,task_224,10,0.013,665,1328
225,task_225,12,0.012,1248,1321
226,task_226,11,0.013,941,1309
227,task_227,6,0.011,558,665
228,task_228,11,0.014,930,1083
229,task_229,13,0.006,1006,1254
230,task_230,11,0.012,1351,1429
231,task_231,7,0.009,1258,1374
232,task_232,13,0.006,926,1062
233,task_233,5,0.013,1084,1305
234,task_234,13,0.006,1043,1267
235,task_235,9,0.006,69,494
236,task_236,11,0.006,305,647
237,task_237,13,0.006,961,1066
238,task_238,5,0.005,1350,1424
239,task_239,14,0.009,880,1234
240,task_240,13,0.006,655,1184
241,task_241,5,0.006,1258,1369
242,task_242,6,0.014,223,401
243,task_243,5,0.006,595,737
244,task_244,9,0.011,526,1329
245,task_245,5,0.008,625,1322
246,task_246,5,0.012,590,1310
247,task_247,12,0.006,706,776
248,task_248,12,0.012,13,347
249,task_249,7,0.01,926,1136
250,task_250,7,0.009,1309,1343
251,task_251,9,0.007,24,1400
252,task_252,7,0.013,841,1426
253,task_253,11,0.006,22,1109
254,task_254,13,0.01,693,757
255,task_255,13,0.008,93,700
256,task_256,10,0.012,1133,1359
257,task_257,14,0.008,455,981
258,task_258,12,0.012,750,1263
259,task_259,6,0.014,1361,1428
260,task_260,9,0.009,42,568
261,task_261,10,0.013,634,1424
262,task_262,12,0.006,405,934
263,task_263,5,0.01,38,607
264,task_264,7,0.005,881,1111
265,task_265,7,0.006,1145,1411
266,task_266,6,0.014,743,815
267,task_267,10,0.006,1025,1100
268,task_268,13,0.01,646,1360
269,task_269,8,0.006,691,774
270,task_270,5,0.005,1009,1290
271,task_271,6,0.009,672,945
272,task_272,10,0.007,298,1146
273,task_273,10,0.008,592,1285
274,task_274,12,0.013,1395,1433
275,task_275,11,0.012,1318,1432
276,task_276,5,0.005,1361,1411
277,task_277,10,0.008,1268,1390
278,task_278,10,0.009,674,851
279,task_279,7,0.009,583,1085
280,task_280,14,0.013,358,1309
281,task_281,12,0.008,990,1113
282,task_282,11,0.012,58,905
283,task_283,8,0.013,891,1377
284,task_284,11,0.009,870,902
285,task_285,5,0.01,1099,1215
286,task_286,14,0.009,1007,1431
287,task_287,11,0.008,1250,1391
288,task_288,8,0.006,931,1349
289,task_289,9,0.009,457,1269
290,task_290,13,0.006,195,557
291,task_291,8,0.014,638,772
292,task_292,11,0.006,579,1054
293,task_293,10,0.01,95,660
294,task_294,10,0.014,972,1262
295,task_295,12,0.006,817,1374
296,task_296,13,0.005,358,540
297,task_297,14,0.012,641,681
298,task_298,12,0.009,790,1387
299,task_299,7,0.008,1344,1406
300,task_300,14,0.013,271,1199
301,task_301,11,0.007,996,1313
302,task_302,8,0.01,773,925
303,task_303,9,0.008,719,1040
304,task_304,11,0.009,577,696
305,task_305,14,0.01,648,1084
306,task_306,7,0.007,60,731
307,task_307,9,0.011,1279,1425
308,task_308,8,0.011,1030,1172
309,task_309,12,0.008,658,1023
310,task_310,10,0.014,817,1235
311,task_311,11,0.009,81,794
312,task_312,8,0.013,371,398
313,task_313,9,0.009,384,464
314,task_314,5,0.012,453,1296
315,task_315,10,0.012,1292,1373
316,task_316,10,0.013,843,1244
317,task_317,8,0.012,1334,1381
318,task_318,10,0.012,1131,1210
319,task_319,7,0.006,561,653
320,task_320,9,0.01,798,1389
321,task_321,12,0.011,1017,1116
322,task_322,10,0.006,779,878
323,task_323,10,0.005,327,1270
324,task_324,13,0.006,388,505
325,task_325,9,0.006,439,1261
326,task_326,11,0.011,570,665
327,task_327,12,0.012,647,1313
328,task_328,14,0.011,238,339
329,task_329,8,0.006,188,1193
330,task_330,13,0.007,822,1189
331,task_331,14,0.012,340,419
332,task_332,6,0.013,950,968
333,task_333,8,0.012,1298,1357
334,task_334,5,0.013,1171,1389
335,task_335,9,0.011,1353,1383
336,task_336,10,0.013,902,1067
337,task_337,14,0.012,892,1405
338,task_338,8,0.012,267,322
339,task_339,12,0.008,736,1237
340,task_340,13,0.014,386,795
341,task_341,9,0.007,66,468
342,task_342,7,0.009,1058,1291
343,task_343,6,0.006,759,1054
344,task_344,13,0.01,1384,1430
345,task_345,7,0.006,429,1307
346,task_346,12,0.014,901,1247
347,task_347,8,0.011,40,962
348,task_348,9,0.007,1042,1100
349,task_349,11,0.007,240,842
350,task_350,7,0.011,80,1401
351,task_351,6,0.011,671,1373
352,task_352,9,0.01,1295,1383
353,task_353,6,0.013,1229,1283
354,task_354,7,0.013,1194,1237
355,task_355,6,0.01,686,1386
356,task_356,12,0.009,85,749
357,task_357,9,0.006,333,752
358,task_358,9,0.011,1291,1414
359,task_359,14,0.013,1082,1141
360,task_360,8,0.008,1192,1353
361,task_361,5,0.014,930,1246
362,task_362,11,0.013,1256,1295
363,task_363,8,0.006,1231,1436
364,task_364,14,0.005,107,336
365,task_365,8,0.008,1221,1340
366,task_366,10,0.014,702,1357
367,task_367,8,0.009,361,731
368,task_368,6,0.009,918,962
369,task_369,7,0.012,471,611
370,task_370,13,0.009,193,343
371,task_371,10,0.01,764,1178
372,task_372,7,0.013,794,816
373,task_373,5,0.008,1040,1331
374,task_374,14,0.007,745,982
375,task_375,9,0.005,1014,1161
376,task_376,8,0.007,790,959
377,task_377,7,0.005,57,670
378,task_378,6,0.006,1264,1288
379,task_379,7,0.009,591,1434
380,task_380,8,0.005,161,1388
381,task_381,6,0.008,85,366
382,task_382,6,0.011,1281,1310
383,task_383,12,0.014,624,1421
384,task_384,9,0.01,37,1387
385,task_385,9,0.013,551,914
386,task_386,14,0.006,862,1290
387,task_387,8,0.007,61,1423
388,task_388,13,0.008,209,1259
389,task_389,8,0.01,36,107
390,task_390,14,0.005,528,697
391,task_391,8,0.01,963,1068
392,task_392,13,0.008,785,1043
393,task_393,9,0.005,55,1430
394,task_394,11,0.006,1217,1375
395,task_395,12,0.011,436,494
396,task_396,11,0.011,1177,1243
397,task_397,6,0.013,1061,1127
398,task_398,10,0.009,930,1438
399,task_399,13,0.013,746,1256
400,task_400,11,0.011,1142,1170
401,task_401,11,0.009,746,811
402,task_402,7,0.014,1154,1407
403,task_403,10,0.009,1189,1231
404,task_404,8,0.014,1042,1182
405,task_405,13,0.014,547,1064
406,task_406,8,0.008,1277,1399
407,task_407,10,0.006,897,962
408,task_408,12,0.005,1254,1338
409,task_409,5,0.012,969,1274
410,task_410,10,0.007,576,1092
411,task_411,5,0.005,1080,1379
412,task_412,6,0.005,1263,1393
413,task_413,6,0.013,369,937
414,task_414,7,0.008,808,1052
415,task_415,8,0.006,699,833
416,task_416,7,0.012,252,1202
417,task_417,10,0.01,612,768
418,task_418,10,0.007,676,1247
419,task_419,10,0.011,1166,1348
420,task_420,6,0.005,873,1236
421,task_421,13,0.008,1323,1385
422,task_422,10,0.01,256,333
423,task_423,13,0.013,362,508
424,task_424,11,0.005,1335,1416
425,task_425,13,0.009,1283,1348
426,task_426,13,0.01,42,163
427,task_427,13,0.008,1351,1412
428,task_428,10,0.009,1356,1388
429,task_429,8,0.011,925,1249
430,task_430,8,0.005,655,1046
431,task_431,8,0.006,250,501
432,task_432,13,0.011,1060,1245
433,task_433,13,0.01,1099,1164
434,task_434,14,0.008,660,1307
435,task_435,5,0.006,328,729
436,task_436,12,0.009,710,1211
437,task_437,7,0.008,1336,1356
438,task_438,5,0.008,181,1270
439,task_439,14,0.005,229,589
440,task_440,13,0.008,683,905
441,task_441,12,0.011,967,1429
442,task_442,8,0.006,1330,1356
443,task_443,8,0.01,940,1042
444,task_444,7,0.013,826,1067
445,task_445,5,0.007,1213,1348
446,task_446,6,0.005,48,1232
447,task_447,6,0.011,90,935
448,task_448,7,0.007,524,1331
449,task_449,5,0.009,1075,1398
450,task_450,10,0.008,476,1039
451,task_451,6,0.009,1024,1163
452,task_452,10,0.008,1077,1383
453,task_453,14,0.009,302,1005
454,task_454,6,0.007,304,688
455,task_455,6,0.012,283,1172
456,task_456,5,0.007,1354,1416
457,task_457,11,0.005,363,576
458,task_458,11,0.006,757,812
459,task_459,6,0.01,821,922
460,task_460,10,0.014,592,1433
461,task_461,11,0.009,328,671
462,task_462,5,0.011,330,1023
463,task_463,14,0.014,419,1431
464,task_464,8,0.009,1,1088
465,task_465,12,0.008,260,483
466,task_466,10,0.009,623,1354
467,task_467,10,0.009,1337,1363
468,task_468,7,0.014,972,1439
469,task_469,6,0.005,249,1261
470,task_470,9,0.012,259,999
471,task_471,9,0.01,285,986
472,task_472,5,0.006,1033,1148
473,task_473,10,0.006,364,472
474,task_474,13,0.012,123,688
475,task_475,7,0.012,1212,1273
476,task_476,10,0.01,1040,1301
477,task_477,10,0.009,397,664
478,task_478,14,0.013,94,161
479,task_479,8,0.014,1246,1265
480,task_480,5,0.01,300,746
481,task_481,11,0.008,379,982
482,task_482,9,0.008,172,1011
483,task_483,8,0.014,818,1376
484,task_484,14,0.011,1327,1407
485,task_485,12,0.01,1376,1423
486,task_486,7,0.007,438,545
487,task_487,12,0.013,1140,1250
488,task_488,13,0.01,485,842
489,task_489,12,0.012,738,867
490,task_490,5,0.011,754,890
491,task_491,8,0.014,1144,1282
492,task_492,6,0.008,433,512
493,task_493,12,0.005,500,722
494,task_494,11,0.009,362,1144
495,task_495,11,0.014,1164,1321
496,task_496,8,0.006,961,1133
497,task_497,14,0.006,100,871
498,task_498,7,0.006,85,662
499,task_499,8,0.01,709,1327
500,task_500,12,0.011,732,1097
501,task_501,10,0.01,763,938
502,task_502,9,0.014,808,1146
503,task_503,6,0.009,620,912
504,task_504,8,0.008,215,708
505,task_505,9,0.01,1193,1294
506,task_506,11,0.013,886,1425
507,task_507,5,0.013,158,1311
508,task_508,6,0.012,1350,1423
509,task_509,12,0.011,34,986
510,task_510,8,0.01,1229,1341
511,task_511,14,0.013,705,1294
512,task_512,14,0.009,348,1383
513,task_513,5,0.011,1380,1438
514,task_514,14,0.014,485,1261
515,task_515,10,0.006,507,1429
516,task_516,8,0.005,456,1389
517,task_517,13,0.006,1386,1417
518,task_518,10,0.009,370,767
519,task_519,8,0.008,518,704
520,task_520,7,0.014,1017,1216
521,task_521,7,0.012,730,1081
522,task_522,6,0.014,1227,1267
523,task_523,9,0.006,1265,1328
524,task_524,14,0.01,1023,1182
525,task_525,5,0.013,696,1255
526,task_526,10,0.008,408,1177
527,task_527,10,0.006,913,964
528,task_528,7,0.007,238,1334
529,task_529,13,0.005,552,957
530,task_530,10,0.011,649,1103
531,task_531,13,0.014,617,984
532,task_532,7,0.013,1313,1355
533,task_533,9,0.008,196,236
534,task_534,13,0.013,1327,1413
535,task_535,10,0.014,137,1226
536,task_536,14,0.006,956,1062
537,task_537,5,0.013,1191,1342
538,task_538,12,0.012,942,1331
539,task_539,13,0.014,130,1240
540,task_540,5,0.008,1397,1435
541,task_541,9,0.007,1320,1367
542,task_542,10,0.012,990,1424
543,task_543,13,0.011,323,1108
544,task_544,13,0.008,1304,1387
545,task_545,7,0.011,949,1120
546,task_546,7,0.005,1038,1204
547,task_547,13,0.009,18,78
548,task_548,9,0.014,208,1361
549,task_549,6,0.012,71,655
550,task_550,9,0.01,503,1067
551,task_551,11,0.005,401,1425
552,task_552,12,0.014,627,1197
553,task_553,9,0.013,197,1221
554,task_554,9,0.008,922,1069
555,task_555,11,0.011,556,743
556,task_556,7,0.012,88,823
557,task_557,12,0.007,1365,1400
558,task_558,12,0.01,711,769
559,task_559,8,0.005,728,1413
560,task_560,9,0.007,396,1074
561,task_561,13,0.01,988,1398
562,task_562,6,0.01,1053,1077
563,task_563,7,0.007,1378,1439
564,task_564,7,0.012,1031,1373
565,task_565,13,0.008,192,1334
566,task_566,8,0.006,77,966
567,task_567,6,0.009,1147,1405
568,task_568,6,0.013,197,1271
569,task_569,14,0.005,1041,1177
570,task_570,13,0.007,798,1057
571,task_571,9,0.005,558,647
572,task_572,6,0.008,470,790
573,task_573,7,0.006,1231,1394
574,task_574,10,0.013,1388,1436
575,task_575,12,0.014,610,978
576,task_576,5,0.014,639,702
577,task_577,5,0.005,701,796
578,task_578,10,0.014,1155,1268
579,task_579,11,0.009,260,1421
580,task_580,14,0.009,1051,1407
581,task_581,5,0.005,772,1195
582,task_582,13,0.012,867,1214
583,task_583,6,0.01,1259,1356
584,task_584,12,0.01,826,965
585,task_585,12,0.009,275,641
586,task_586,10,0.005,841,1303
587,task_587,11,0.013,438,783
588,task_588,7,0.007,1291,1347
589,task_589,6,0.007,1352,1416
590,task_590,10,0.012,62,598
591,task_591,6,0.006,538,1391
592,task_592,6,0.014,484,854
593,task_593,13,0.005,702,828
594,task_594,6,0.01,871,1199
595,task_595,7,0.01,991,1174
596,task_596,6,0.007,908,1430
597,task_597,12,0.013,333,719
598,task_598,11,0.014,1101,1387
599,task_599,6,0.011,101,1409
600,task_600,13,0.005,642,1284
601,task_601,11,0.009,494,1126
602,task_602,9,0.014,292,752
603,task_603,12,0.012,1091,1201
604,task_604,7,0.012,643,886
605,task_605,9,0.012,874,1374
606,task_606,8,0.011,1093,1131
607,task_607,14,0.014,1098,1278
608,task_608,7,0.007,449,816
609,task_609,10,0.012,792,1222
610,task_610,12,0.005,2,65
611,task_611,7,0.012,465,885
612,task_612,5,0.008,935,1035
613,task_613,9,0.013,379,758
614,task_614,10,0.011,652,1142
615,task_615,13,0.013,813,1340
616,task_616,5,0.014,1000,1250
617,task_617,9,0.009,210,1058
618,task_618,14,0.014,189,1200
619,task_619,13,0.014,1084,1294
620,task_620,10,0.014,395,1033
621,task_621,6,0.006,355,949
622,task_622,11,0.013,774,834
623,task_623,12,0.012,1270,1434
624,task_624,6,0.011,596,996
625,task_625,11,0.008,972,1052
626,task_626,14,0.011,1237,1328
627,task_627,12,0.014,882,1161
628,task_628,12,0.01,732,1387
629,task_629,11,0.01,362,1342
630,task_630,5,0.012,1132,1395
631,task_631,8,0.014,302,1309
632,task_632,13,0.007,32,1281
633,task_633,12,0.012,477,1024
634,task_634,5,0.007,25,776
635,task_635,12,0.01,339,502
636,task_636,9,0.008,844,1220
637,task_637,11,0.012,1159,1352
638,task_638,7,0.005,1201,1307
639,task_639,6,0.012,233,901
640,task_640,7,0.007,808,1262
641,task_641,12,0.013,1078,1280
642,task_642,9,0.011,1099,1357
643,task_643,8,0.008,828,1176
644,task_644,8,0.01,258,321
645,task_645,5,0.006,1108,1155
646,task_646,12,0.007,1290,1340
647,task_647,7,0.006,935,1340
648,task_648,5,0.006,520,568
649,task_649,11,0.012,214,397
650,task_650,6,0.008,128,175
651,task_651,13,0.012,810,1429
652,task_652,8,0.006,801,1308
653,task_653,14,0.007,959,1309
654,task_654,9,0.005,368,519
655,task_655,13,0.013,759,1018
656,task_656,10,0.014,277,1025
657,task_657,7,0.01,151,829
658,task_658,8,0.013,372,724
659,task_659,7,0.005,1057,1100
660,task_660,10,0.005,413,1233
661,task_661,5,0.012,1249,1297
662,task_662,6,0.01,21,1214
663,task_663,10,0.014,1100,1287
664,task_664,5,0.014,583,1002
665,task_665,9,0.006,820,1126
666,task_666,10,0.009,951,1302
667,task_667,7,0.007,1233,1334
668,task_668,5,0.005,365,900
669,task_669,5,0.014,143,819
670,task_670,5,0.01,5,143
671,task_671,11,0.013,479,1176
672,task_672,14,0.005,820,1190
673,task_673,10,0.008,965,1001
674,task_674,11,0.014,913,1376
675,task_675,13,0.013,1259,1340
676,task_676,12,0.005,1219,1319
677,task_677,10,0.005,1141,1400
678,task_678,9,0.01,1141,1233
679,task_679,8,0.01,411,1061
680,task_680,8,0.01,674,1161
681,task_681,14,0.005,423,940
682,task_682,11,0.009,1264,1421
683,task_683,13,0.008,733,1172
684,task_684,14,0.009,954,1197
685,task_685,7,0.01,1334,1383
686,task_686,13,0.01,697,1002
687,task_687,8,0.014,1215,1328
688,task_688,5,0.006,70,832
689,task_689,8,0.012,670,1300
690,task_690,8,0.006,387,423
691,task_691,14,0.014,507,602
692,task_692,11,0.01,1385,1423
693,task_693,8,0.012,996,1373
694,task_694,10,0.007,104,959
695,task_695,11,0.009,746,959
696,task_696,10,0.006,157,857
697,task_697,10,0.006,53,244
698,task_698,5,0.014,121,854
699,task_699,10,0.013,1210,1417
700,task_700,7,0.008,524,1387
701,task_701,9,0.01,1212,1380
702,task_702,14,0.007,1300,1386
703,task_703,13,0.012,461,1038
704,task_704,14,0.013,547,1006
705,task_705,10,0.008,1134,1227
706,task_706,11,0.008,156,458
707,task_707,6,0.005,345,1283
708,task_708,8,0.012,792,1434
709,task_709,9,0.013,945,1341
710,task_710,13,0.008,1390,1428
711,task_711,13,0.005,1182,1314
712,task_712,6,0.007,1067,1381
713,task_713,8,0.007,315,866
714,task_714,7,0.011,161,721
715,task_715,10,0.011,694,1323
716,task_716,5,0.008,854,1157
717,task_717,8,0.013,162,1077
718,task_718,10,0.007,288,1306
719,task_719,13,0.011,64,517
720,task_720,5,0.012,452,1200
721,task_721,11,0.008,1118,1253
722,task_722,10,0.012,844,1429
723,task_723,12,0.006,1005,1414
724,task_724,6,0.008,1375,1431
725,task_725,14,0.013,996,1130
726,task_726,8,0.014,648,1157
727,task_727,8,0.013,78,1360
728,task_728,10,0.006,1090,1389
729,task_729,7,0.012,459,497
730,task_730,7,0.007,293,375
731,task_731,8,0.01,810,992
732,task_732,10,0.007,1311,1418
733,task_733,13,0.007,1055,1404
734,task_734,6,0.005,581,899
735,task_735,5,0.012,969,1030
736,task_736,10,0.011,36,131
737,task_737,10,0.008,311,1203
738,task_738,9,0.013,303,613
739,task_739,14,0.007,331,1270
740,task_740,13,0.005,112,589
741,task_741,14,0.014,235,698
742,task_742,12,0.005,801,1262
743,task_743,7,0.013,1169,1301
744,task_744,8,0.005,1399,1439
745,task_745,6,0.005,946,984
746,task_746,9,0.007,1292,1363
747,task_747,11,0.009,301,737
748,task_748,13,0.008,690,973
749,task_749,9,0.007,1398,1436
750,task_750,12,0.011,37,1203
751,task_751,11,0.014,540,969
752,task_752,9,0.008,828,1070
753,task_753,13,0.006,145,1097
754,task_754,12,0.013,347,1216
755,task_755,7,0.007,1159,1232
756,task_756,11,0.01,819,1059
757,task_757,13,0.014,200,585
758,task_758,8,0.014,932,1321
759,task_759,7,0.013,480,1192
760,task_760,10,0.013,672,986
761,task_761,13,0.006,829,1099
762,task_762,12,0.009,702,745
763,task_763,7,0.01,251,505
764,task_764,12,0.013,893,928
765,task_765,13,0.006,195,924
766,task_766,11,0.006,100,548
767,task_767,10,0.013,1055,1102
768,task_768,13,0.007,692,1382
769,task_769,5,0.012,318,1100
770,task_770,10,0.012,548,855
771,task_771,6,0.008,459,1394
772,task_772,9,0.008,258,392
773,task_773,10,0.008,1033,1273
774,task_774,6,0.014,1263,1380
775,task_775,8,0.01,1254,1305
776,task_776,12,0.012,577,1060
777,task_777,12,0.008,57,352
778,task_778,12,0.005,376,914
779,task_779,13,0.01,256,1343
780,task_780,6,0.013,1034,1416
781,task_781,13,0.008,92,1179
782,task_782,5,0.011,547,1221
783,task_783,12,0.007,75,865
784,task_784,10,0.008,495,1071
785,task_785,6,0.007,1061,1145
786,task_786,12,0.012,860,1323
787,task_787,5,0.005,435,1297
788,task_788,13,0.008,348,846
789,task_789,8,0.011,508,541
790,task_790,13,0.013,1046,1281
791,task_791,10,0.005,404,1191
792,task_792,9,0.013,246,394
793,task_793,12,0.013,353,973
794,task_794,13,0.01,1231,1265
795,task_795,5,0.005,1139,1182
796,task_796,10,0.008,431,1117
797,task_797,7,0.014,1038,1140
798,task_798,8,0.011,577,686
799,task_799,11,0.007,964,1282
800,task_800,11,0.012,896,1130
801,task_801,12,0.011,828,1045
802,task_802,13,0.009,547,1340
803,task_803,6,0.011,991,1065
804,task_804,13,0.006,208,1347
805,task_805,12,0.009,429,485
806,task_806,5,0.007,756,1233
807,task_807,9,0.008,665,1027
808,task_808,7,0.012,479,739
809,task_809,6,0.009,499,936
810,task_810,14,0.007,1014,1173
811,task_811,5,0.006,1152,1292
812,task_812,7,0.007,81,1075
813,task_813,5,0.01,759,999
814,task_814,13,0.013,341,905
815,task_815,6,0.011,540,785
816,task_816,10,0.014,1001,1251
817,task_817,11,0.012,298,751
818,task_818,7,0.008,1148,1402
819,task_819,8,0.01,12,152
820,task_820,9,0.01,1198,1378
