task No.,task_name,execution_time,resource_load,earliest_time,latest_time
86,cam_fi.usp_fact_ssg_gaap_projection_amortization,32,0.053,246,1439
87,cam_fi.usp_fact_ssg_gaap_projection_amortization_sum,8,0.049,792,1439
88,cam_fi.usp_fact_ssg_gaap_projection_daily_sum,1,0.059,67,1439
89,cam_fi.usp_fact_swr_tracking,3,0.074,408,1439
90,cam_fi.usp_fact_wh_shipext_by,1,0.066,371,1439
91,cam_fi.usp_fact_ww_aging_mv_fiag003a,1,0.061,66,1439
92,cam_fi.usp_fi_pcsd_bpc_dataset_series,1,0.073,390,1439
93,cam_fi.usp_fi_pcsd_prd_series,1,0.037,408,1439
94,cam_fi.usp_fin_meas_profit_performance_data_set,2,0.037,170,1439
95,cam_fi.usp_fin_qtr_business_review_and_plan_of_record_data_set,6,0.048,194,1439
96,cam_fi.usp_finance_pcsd_playbook_fctot_case,1,0.068,447,1439
97,cam_fi.usp_isg_idc_manual_input_file,1,0.066,625,1439
98,cam_fi.usp_pbi_analysis_bw_row,1,0.068,764,1439
99,cam_fi.usp_prc_new_ebr_master_fact_delta,8,0.065,78,1439
100,cam_fi.usp_pscd_fin_meas_playbook_data_set,2,0.068,238,1439
101,cam_ms.USP_fact_prc_rel_opportunity,1,0.038,313,1439
102,cam_ms.USP_fact_prc_rel_quotation_proj_principal_information;,3,0.07,152,1439
103,cam_ms.USP_fact_prc_rel_quotation_proj_product_information;,6,0.076,761,1439
104,cam_ms.usp_csdc_fact_prc_con_aged_inv_by_product_no_detail,3,0.059,713,1439
105,cam_ms.usp_csdc_fact_prc_con_logical_inv_order_detail,1,0.053,29,1439
106,cam_ms.usp_csdc_fact_prc_con_pushout_by_product_no_detail,1,0.076,35,1439
107,cam_ms.usp_csdc_fact_prc_con_pushout_by_serial_no_detail,18,0.053,262,1439
108,cam_ms.usp_csdc_fact_prc_con_sell_through_in_by_product_no_detail,1,0.052,73,1439
109,cam_ms.usp_csdc_fact_prc_con_sell_through_in_by_serial_no_detail,1,0.031,622,1439
110,cam_ms.usp_csdc_fact_prc_con_sell_through_in_extension_detail,1,0.051,591,1439
111,cam_ms.usp_csdc_fact_prc_con_serial_no_owner,1,0.034,761,1439
112,cam_ms.usp_csdc_fact_prc_con_transfer_by_product_no_detail,1,0.054,662,1439
113,cam_ms.usp_csdc_fact_prc_con_transfer_by_serial_no_detail,1,0.041,780,1439
114,cam_ms.usp_csdc_job_run_cam,1,0.055,90,1439
115,cam_ms.usp_csdc_pushout_detail_cam,13,0.077,47,1439
116,cam_ms.usp_csdc_ssdc_pc_region_si_data_offer_summary,5,0.078,582,1439
117,cam_ms.usp_csdc_ssdc_region_inv_data_offer_summary,12,0.073,597,1439
118,cam_ms.usp_csdc_ssdc_region_pushout_data_offer_summary,4,0.049,478,1439
119,cam_ms.usp_csdc_ssdc_region_sti_data_offer_summary,5,0.061,503,1439
120,cam_ms.usp_csdc_ssdc_sd_region_si_data_offer_summary,3,0.062,253,1439
121,cam_ms.usp_csdc_stock_adj_cam,1,0.074,600,1439
122,cam_ms.usp_csdc_sync_inv_age_cam,3,0.042,423,1439
123,cam_ms.usp_dim_acnt,1,0.063,395,1439
124,cam_ms.usp_dim_calendar,1,0.078,217,1439
125,cam_ms.usp_dim_isg_prc_calendar,1,0.06,184,1439
126,cam_ms.usp_dim_prc_acnt,4,0.06,468,1439
127,cam_ms.usp_dim_prc_business_unit_hier,4,0.072,4,1439
128,cam_ms.usp_dim_prc_cust_seg_hier,3,0.06,300,1439
129,cam_ms.usp_dim_prc_product,13,0.063,135,1439
130,cam_ms.usp_dim_prc_sales_product_base,3,0.072,62,1439
131,cam_ms.usp_dim_prc_sales_product_div_mapping,2,0.052,336,1439
132,cam_ms.usp_dim_prc_sales_product_hier,2,0.036,557,1439
133,cam_ms.usp_dim_prc_sales_solution_hier,2,0.05,119,1439
134,cam_ms.usp_dim_prc_sales_solution_instance,2,0.055,383,1439
135,cam_ms.usp_dim_prc_sell_through_in_acnt,1,0.059,791,1439
136,cam_ms.usp_fact_daily_lecoo_sell_in,2,0.075,451,1439
137,cam_ms.usp_fact_isg_prc_cust_and_product_seg_loads,2,0.042,256,1439
138,cam_ms.usp_fact_isg_prc_cust_seg_pipeline,2,0.054,553,1439
139,cam_ms.usp_fact_isg_prc_full_data,23,0.072,352,1439
140,cam_ms.usp_fact_isg_prc_full_data_hb_sb,6,0.079,785,1439
141,cam_ms.usp_fact_isg_prc_full_data_holographic,4,0.033,372,1439
142,cam_ms.usp_fact_isg_prc_full_data_jv,3,0.068,436,1439
143,cam_ms.usp_fact_isg_prc_full_data_manual_billing,4,0.077,488,1439
144,cam_ms.usp_fact_isg_prc_full_data_psidc,4,0.03,397,1439
145,cam_ms.usp_fact_isg_prc_full_data_srv,6,0.059,498,1439
146,cam_ms.usp_fact_isg_prc_order_fulfill_with_pipeline,11,0.074,476,1439
147,cam_ms.usp_fact_isg_prc_pipeline,7,0.059,755,1439
148,cam_ms.usp_fact_isg_prc_svc_order_fulfill_with_pipeline,1,0.047,118,1439
149,cam_ms.usp_fact_prc_agg_eff_sales_order,1,0.075,503,1439
150,cam_ms.usp_fact_prc_agg_sell_in,13,0.058,629,1439
151,cam_ms.usp_fact_prc_aggregated_sell_through_in,1,0.05,241,1439
152,cam_ms.usp_fact_prc_daily_aging_fgi,1,0.041,252,1439
153,cam_ms.usp_fact_prc_daily_eff_sales_order,1,0.063,606,1439
154,cam_ms.usp_fact_prc_daily_fgi_all,4,0.041,150,1439
155,cam_ms.usp_fact_prc_daily_fgi_wo_order,1,0.059,396,1439
156,cam_ms.usp_fact_prc_daily_sell_in,3,0.079,554,1439
157,cam_ms.usp_fact_prc_daily_sell_in_snapshot,1,0.06,489,1439
158,cam_ms.usp_fact_prc_daily_sell_in_target,1,0.065,408,1439
159,cam_ms.usp_fact_prc_daily_sell_through_in_target,1,0.053,296,1439
160,cam_ms.usp_fact_prc_idg_pc_daily_sell_in,4,0.075,348,1439
161,cam_ms.usp_fact_prc_idg_pc_sd_daily_sell_in,1,0.059,484,1439
162,cam_ms.usp_fact_prc_idg_sd_daily_sell_in,4,0.048,146,1439
163,cam_ms.usp_fact_prc_isg_backlog_snapshot,1,0.032,774,1439
164,cam_ms.usp_fact_prc_isg_daily_sell_in,3,0.078,88,1439
165,cam_ms.usp_fact_prc_isg_region_daily_sell_in,1,0.037,788,1439
166,cam_ms.usp_fact_prc_rel_contract_product,1,0.05,665,1439
167,cam_ms.usp_fact_prc_rel_opportunity,3,0.062,106,1439
168,cam_ms.usp_fact_prc_rel_order_detail,1,0.076,202,1439
169,cam_ms.usp_fact_prc_rel_order_plan_detail,2,0.063,275,1439
170,cam_ms.usp_fact_prc_rel_quotation_proj_approval,1,0.037,454,1439
171,cam_ms.usp_fact_prc_rel_quotation_proj_large_order,1,0.062,455,1439
172,cam_ms.usp_fact_prc_rel_quotation_proj_principal_information,5,0.067,404,1439
173,cam_ms.usp_fact_prc_rel_quotation_proj_product_information,10,0.07,263,1439
174,cam_ms.usp_fact_prc_rel_quotation_proj_product_information;,8,0.074,93,1439
175,cam_ms.usp_fact_prc_sell_through_in_adj_on_sell_in,1,0.058,670,1439
176,cam_ms.usp_fact_prc_smb_sti_bypn_jd_qty,2,0.058,716,1439
177,cam_ms.usp_fact_prc_ssdc_pushout_detail,15,0.061,491,1439
178,cam_ms.usp_fact_qtrly_idc_yoy,1,0.036,384,1439
179,cam_ms.usp_fact_svc_prc_ssg_idg_rel_opportunity_booking_fcst_trend,1,0.064,369,1439
180,cam_ms.usp_fact_svc_prc_ssg_idg_rel_opportunity_booking_overall_fcst,1,0.037,8,1439
181,cam_ms.usp_fact_svc_prc_ssg_idg_rel_opportunity_industryline_fcst,2,0.07,734,1439
182,cam_ms.usp_fact_svc_prc_ssg_idg_rel_opportunity_region_fcst,1,0.073,148,1439
183,cam_ms.usp_fgi_lecoo_ms_inventory,1,0.059,74,1439
184,cam_ms.usp_rel_pushout_detail_cam,1,0.066,280,1439
185,cam_ms.usp_smb_sync_sn_owner_cam,6,0.059,402,1439
186,cam_ms.usp_ssdc_fgi_cam,3,0.052,231,1439
187,cam_ms.usp_ssdc_inv_data_offer_summary,7,0.046,277,1439
188,cam_ms.usp_ssdc_pushout_data_offer_summary,5,0.033,187,1439
189,cam_ms.usp_ssdc_smb_aged_inv_by_product_no,7,0.03,13,1439
190,cam_ms.usp_ssdc_sti_data_offer_summary,3,0.057,55,1439
191,cam_ms.usp_ssdc_transfer_data_offer_summary,2,0.039,259,1439
192,cam_ms.usp_sti_region_picking_to_bw,7,0.053,510,1439
193,cam_ms_dim_dist_chnl_worldwide_full,3,0.039,165,1439
194,cam_ms_dim_order_rsn_worldwide_full,2,0.042,319,1439
195,cam_ms_dim_product_div_worldwide_full,3,0.064,220,1439
196,cam_ms_dim_sale_office_worldwide_full,3,0.051,450,1439
197,cam_ms_dim_sale_org_worldwide_full,3,0.053,48,1439
198,cam_ms_dim_sale_transaction_ln_catg_worldwide_full,3,0.054,70,1439
199,cam_ms_dim_sale_transaction_type_worldwide_full,3,0.079,224,1439
200,cam_ms_dim_svc_group_worldwide_full,3,0.035,211,1439
201,cam_ms_fact_prc_isg_gp_target_completion_qtrly_snapshot_prc_full,2,0.03,48,1439
202,cam_ms_fact_prc_isg_order_gp_qtrly_snapshot_prc_full,2,0.038,304,1439
203,cam_ms_fact_prc_isg_quotation_proj_gp_qtrly_snapshot_prc_full,2,0.066,693,1439
204,cam_ms_prc_manual_region_sale_actl_prc_full,2,0.057,717,1439
205,cam_prd.usp_dim_portfolio_offering,1,0.057,513,1439
206,cam_prd.usp_exp_fact_product_performance_sum_by_mtm_geo,1,0.049,490,1439
207,cam_prd.usp_fact_product_performance_sum_by_mtm,3,0.059,461,1439
208,cam_prd.usp_fact_product_performance_sum_by_mtm_geo,2,0.042,108,1439
209,cam_prd.usp_fact_product_performance_sum_by_offering,3,0.054,735,1439
210,cam_sc.usp_cpu_dashboard,4,0.04,607,1439
211,cam_sc.usp_fact_idg_seg_performance_loads_data_set,1,0.056,667,1439
212,cam_sc.usp_fact_pcsd_backlog_prc_with_sales_info_am,25,0.067,273,1439
213,cam_sc.usp_fact_pcsd_backlog_with_sales_info_am_01,21,0.046,119,1439
214,cam_sc.usp_fact_pcsd_backlog_with_sales_info_am_02,16,0.048,628,1439
215,cam_sc.usp_fact_po_doc_flow,1,0.063,228,1439
216,cam_sc.usp_fact_po_item_general_info,1,0.076,693,1439
217,cam_sc.usp_fact_so_bom,2,0.046,778,1439
218,cam_srv.usp_con_push_out_detail,1,0.043,418,1439
219,cam_srv.usp_con_sell_out_manual,1,0.03,10,1439
220,cam_srv.usp_fact_svc_prc_con_retail_family_history_record,2,0.06,46,1439
221,cam_srv.usp_fact_svc_prc_con_retail_family_shop_spare_gold,2,0.048,681,1439
222,cam_srv.usp_fact_svc_prc_d365_opportunity,1,0.056,136,1439
223,cam_srv.usp_fact_svc_prc_opportunity,1,0.044,372,1439
224,cam_srv.usp_fact_svc_prc_order_detail,1,0.038,326,1439
225,cam_srv.usp_fact_svc_prc_pm_billing_estimate,1,0.043,467,1439
226,cam_srv.usp_fact_svc_prc_rel_historical_manual_data_for_kab,1,0.045,480,1439
227,cam_srv.usp_fact_svc_prc_rel_historical_manual_data_for_svc,1,0.071,623,1439
228,cam_srv.usp_fact_svc_prc_rel_opportunity,1,0.033,44,1439
229,cam_srv.usp_fact_svc_prc_report_details_part_con_sell_out,1,0.074,720,1439
230,cam_srv.usp_fact_svc_prc_report_details_part_con_sellin_omoc,2,0.055,318,1439
231,cam_srv.usp_fact_svc_prc_report_details_part_con_sellin_omoc_offsetting,1,0.055,557,1439
232,cam_srv.usp_fact_svc_prc_report_details_part_con_sellin_svc,1,0.061,718,1439
233,cam_srv.usp_fact_svc_prc_report_details_part_rel_sellin_svc,1,0.031,501,1439
234,cam_srv.usp_fact_svc_prc_report_details_part_smb_sellin_svc,1,0.052,250,1439
235,cam_srv.usp_fact_svc_prc_report_details_part_smb_stb_detail_bysn,1,0.054,302,1439
236,cam_srv.usp_fact_svc_prc_report_details_part_upsell_booking,1,0.052,533,1439
237,cam_srv.usp_fact_svc_prc_report_details_part_upsell_booking_offsetting,1,0.053,598,1439
238,cam_srv.usp_fact_svc_prc_smb_historical_manual_data,1,0.051,382,1439
239,cam_srv.usp_fact_svc_prc_smb_ms_loading,1,0.064,306,1439
240,cam_srv.usp_fact_svc_prc_smb_so_serial_no,3,0.055,336,1439
241,cam_srv.usp_fact_svc_prc_smb_stockage_report,7,0.03,709,1439
242,cam_srv.usp_fact_svc_prc_target_and_fcst_con,1,0.041,531,1439
243,cam_srv.usp_fact_svc_prc_target_and_fcst_rel,1,0.069,17,1439
244,cam_srv.usp_fact_svc_prc_target_and_fcst_rel_kab,1,0.078,460,1439
245,cam_srv.usp_fact_svc_prc_target_and_fcst_smb,1,0.041,250,1439
246,cam_srv.usp_fact_svc_prc_ttl_gaap,1,0.036,617,1439
247,cam_srv.usp_fact_svc_report_details_con_handwork,1,0.079,27,1439
248,cam_srv.usp_fact_svc_report_details_con_sellin_lecoo_ms,1,0.04,311,1439
249,cam_srv.usp_fact_svc_report_details_con_sellin_ms,1,0.075,531,1439
250,cam_srv.usp_fact_svc_report_details_rel_handwork,1,0.077,646,1439
251,cam_srv.usp_fact_svc_report_details_rel_sellin_ms,3,0.04,118,1439
252,cam_srv.usp_fact_svc_report_details_smb_handwork,1,0.059,649,1439
253,cam_srv.usp_fact_svc_report_details_smb_sellin_lecoo_ms,1,0.061,447,1439
254,cam_srv.usp_fact_svc_report_details_smb_sellin_ms,1,0.048,210,1439
255,cam_srv.usp_sell_out_jd_ka,1,0.038,241,1439
256,cam_srv.usp_sell_out_sda_store_posa,1,0.04,614,1439
257,cam_srv.usp_sell_out_sda_store_svc_other,1,0.057,39,1439
258,cam_srv.usp_smb_svc_sda_main_detail,2,0.068,698,1439
259,cam_srv.usp_smb_svc_sda_sunny_detail,3,0.076,18,1439
260,cam_srv_ww.usp_dim_svc_fiscal_dt_flg,1,0.049,764,1439
261,cam_srv_ww.usp_dim_svc_material,1,0.075,285,1439
262,cam_srv_ww.usp_dim_svc_product_hier,1,0.049,375,1439
263,cam_srv_ww.usp_fact_svc_booking_simulation_report,13,0.03,495,1439
264,cam_srv_ww.usp_fact_svc_booking_simulation_report_recon,9,0.033,625,1439
265,cam_srv_ww.usp_fact_svc_case_fix_on_phone,1,0.061,36,1439
266,cam_srv_ww.usp_fact_svc_subs_active_lease_report,2,0.039,132,1439
267,cam_srv_ww.usp_fact_svc_subs_billing,1,0.049,435,1439
268,cam_srv_ww.usp_fact_svc_subs_contract,2,0.069,114,1439
269,dwc_ext.usp_ap_pc_tracker_split_hist,3,0.037,483,1439
270,dwc_ext.usp_ap_pcd_tracker_pc_model_channel_hist,3,0.049,763,1439
271,dwc_ext.usp_ap_pcd_tracker_pc_model_segment_hist,3,0.071,57,1439
272,dwc_ext.usp_cn_ess_tracker_province_hist,3,0.03,494,1439
273,dwc_ext.usp_cn_ess_tracker_sds_hci_hist,3,0.062,519,1439
274,dwc_ext.usp_cn_pc_tracker_industry_mkt_fcst,3,0.063,17,1439
275,dwc_ext.usp_cn_pc_tracker_province_fcst,3,0.071,57,1439
276,dwc_ext.usp_cn_pc_tracker_province_hist,3,0.031,493,1439
277,dwc_ext.usp_cn_pc_tracker_sales_out_addons_hist,3,0.072,229,1439
278,dwc_ext.usp_cn_pc_tracker_sales_out_addons_province_model_hist,4,0.052,686,1439
279,dwc_ext.usp_cn_pc_tracker_sales_out_hist,4,0.063,128,1439
280,dwc_ext.usp_cn_pc_tracker_vertical_mkt_hist,3,0.061,780,1439
281,dwc_ext.usp_cn_pcd_tracker_tablet_industry_mkt_hist,3,0.053,348,1439
282,dwc_ext.usp_cn_smart_home_tracker_hist,3,0.036,786,1439
283,dwc_ext.usp_cn_svr_accelerator_hist,3,0.054,367,1439
284,dwc_ext.usp_cn_svr_edge_hist,3,0.064,280,1439
285,dwc_ext.usp_cn_svr_industry_hist,4,0.044,744,1439
286,dwc_ext.usp_cn_svr_tracker_province_idc_vertical_fcst,3,0.05,621,1439
287,dwc_ext.usp_cn_svr_tracker_province_lenovo_vertical_fcst,3,0.055,176,1439
288,dwc_ext.usp_cn_svr_tracker_province_lenovo_vertical_hist,3,0.073,665,1439
289,dwc_ext.usp_cn_svr_tracker_province_segment_lenovo_hist,3,0.054,443,1439
290,dwc_ext.usp_cn_tablet_vertical_mkt_fcst,4,0.051,742,1439
291,dwc_ext.usp_cn_wearable_channel_fcst,3,0.05,638,1439
292,dwc_ext.usp_cn_wearable_channel_hist,3,0.038,694,1439
293,dwc_ext.usp_cn_wearable_fcst,3,0.037,448,1439
294,dwc_ext.usp_cn_wearable_hist,3,0.078,733,1439
295,dwc_ext.usp_cn_wearable_segment_fcst,3,0.045,431,1439
296,dwc_ext.usp_cn_wearable_segment_hist,3,0.072,372,1439
297,dwc_ext.usp_la_infra_tracker_server_industry_hist,3,0.051,490,1439
298,dwc_ext.usp_la_infra_tracker_server_segment_hist,3,0.059,98,1439
299,dwc_ext.usp_us_pc_tracker_public_sector_fcst,3,0.071,244,1439
300,dwc_ext.usp_us_pc_tracker_public_sector_hist,3,0.052,183,1439
301,dwc_ext.usp_ww_ag_vr_headset_tracker_channel_fcst,3,0.047,437,1439
302,dwc_ext.usp_ww_ag_vr_headset_tracker_channel_hist,3,0.067,321,1439
303,dwc_ext.usp_ww_ag_vr_headset_tracker_segment_fcst,3,0.04,323,1439
304,dwc_ext.usp_ww_ag_vr_headset_tracker_segment_hist,3,0.079,504,1439
305,dwc_ext.usp_ww_black_book_le_fcst,3,0.049,421,1439
306,dwc_ext.usp_ww_ent_client_device_tracker_channel_fcst,3,0.057,85,1439
307,dwc_ext.usp_ww_ent_client_device_tracker_os_fcst,3,0.032,689,1439
308,dwc_ext.usp_ww_enterprise_infra_tracker_workloads_company_size_hist,3,0.063,120,1439
309,dwc_ext.usp_ww_enterprise_infra_tracker_workloads_deployment_env_hist,3,0.072,70,1439
310,dwc_ext.usp_ww_enterprise_infra_tracker_workloads_fcst,3,0.035,50,1439
311,dwc_ext.usp_ww_enterprise_infra_tracker_workloads_hist,4,0.031,609,1439
312,dwc_ext.usp_ww_enterprise_infra_tracker_workloads_infra_type_hist,3,0.079,496,1439
313,dwc_ext.usp_ww_enterprise_infra_tracker_workloads_scalability_hist,3,0.044,82,1439
314,dwc_ext.usp_ww_enterprise_infra_tracker_workloads_vertical_hist,3,0.072,464,1439
315,dwc_ext.usp_ww_enterprise_infra_tracker_workloads_virtualization_mthd_hist,3,0.071,583,1439
316,dwc_ext.usp_ww_gaming_tracker_monitor_channel_hist,4,0.051,437,1439
317,dwc_ext.usp_ww_gaming_tracker_monitor_fcst,3,0.066,557,1439
318,dwc_ext.usp_ww_gaming_tracker_monitor_segment_hist,3,0.065,94,1439
319,dwc_ext.usp_ww_gaming_tracker_pc_channel_hist,3,0.069,456,1439
320,dwc_ext.usp_ww_gaming_tracker_pc_fcst,3,0.034,56,1439
321,dwc_ext.usp_ww_gaming_tracker_pc_segment_hist,3,0.077,733,1439
322,dwc_ext.usp_ww_hc_peripherals_tracker_fcst,3,0.053,483,1439
323,dwc_ext.usp_ww_hc_peripherals_tracker_hist,3,0.078,650,1439
324,dwc_ext.usp_ww_ict_spending_guide_industry_cmpy_size_fcst,3,0.035,163,1439
325,dwc_ext.usp_ww_infa_tracker_ess_fcst,3,0.07,443,1439
326,dwc_ext.usp_ww_infa_tracker_ess_org_hist,3,0.052,290,1439
327,dwc_ext.usp_ww_infa_tracker_ess_product_category_hist,4,0.078,561,1439
328,dwc_ext.usp_ww_infa_tracker_server_fcst,3,0.052,648,1439
329,dwc_ext.usp_ww_infa_tracker_server_hist,5,0.037,77,1439
330,dwc_ext.usp_ww_infa_tracker_server_x86_channel_fcst,3,0.03,90,1439
331,dwc_ext.usp_ww_infa_tracker_server_x86_channel_hist,4,0.073,758,1439
332,dwc_ext.usp_ww_infa_tracker_server_x86_segment_fcst,3,0.056,117,1439
333,dwc_ext.usp_ww_infa_tracker_server_x86_segment_hist,4,0.035,747,1439
334,dwc_ext.usp_ww_infra_tracker_buyer_cloud_deploy_fcst,3,0.068,798,1439
335,dwc_ext.usp_ww_infra_tracker_buyer_cloud_deploy_hist,3,0.076,258,1439
336,dwc_ext.usp_ww_infra_tracker_client_device_channel_hist,3,0.064,704,1439
337,dwc_ext.usp_ww_infra_tracker_client_device_segment_hist,3,0.035,213,1439
338,dwc_ext.usp_ww_infra_tracker_converged_component_hist,3,0.077,567,1439
339,dwc_ext.usp_ww_infra_tracker_converged_fcst,3,0.055,661,1439
340,dwc_ext.usp_ww_infra_tracker_converged_hist,3,0.039,168,1439
